LOC100128139	0	0	0	0	3	0	1	0	2	2	568
LOC100128160	0	0	0	0	0	0	0	0	0	0	516
LOC100128164	150	106	169	146	129	333	287	347	279	169	7012
LOC100128174	0	0	0	0	1	2	1	4	2	2	213
TMPO-AS1	758	684	877	989	779	71	82	71	67	33	3161
LOC100128239	21	12	16	26	17	713	739	786	537	395	2299
LOC100128242	305	230	240	322	200	128	95	93	71	43	1094
LOC100128252	373	384	462	523	472	3312	3394	3682	2689	2103	1783
LOC100128253	12	7	18	15	14	158	137	149	86	73	2454
FAM90A28P	1	2	0	10	1	0	0	0	0	0	1815
WASIR1	16	15	24	32	19	22	20	49	17	11	1209
LOC100128262	10	9	19	38	14	16	18	27	13	10	2097
LOC100128264	9	16	20	19	25	1532	1497	1710	1241	993	2703
LOC100128276	25	25	14	23	26	87	93	84	65	40	1063
DNM1P35	165	111	154	164	134	581	508	687	464	341	7300
LOC100128288	176	131	193	208	196	445	451	487	364	305	2129
DLG5-AS1	81	60	61	57	55	98	110	122	82	62	3014
LOC100128302	63	57	54	52	71	29	32	34	29	19	453
LOC100128310	35	28	39	66	39	2	1	6	4	4	2000
LOC100128326	31	19	43	41	23	6	6	13	2	2	1190
BET3L	9	7	12	14	11	3	0	1	4	1	1113
LOC100128334	0	1	0	4	0	3	1	6	0	2	1013
LOC100128338	656	525	624	710	615	33	18	37	25	20	2737
LOC100128340	37	23	33	26	30	142	155	155	119	101	879
LOC100128343	20	21	20	16	33	7	6	10	2	7	1970
LOC100128355	8	12	6	8	3	5	3	2	0	3	1005
LOC100128361	268	209	252	333	251	156	153	135	110	82	2484
LOC100128364	2	4	2	1	6	651	676	717	589	359	2209
LOC100128371	4	2	1	6	4	7	3	9	2	3	498
LOC100128374	9	14	9	4	8	35	15	24	12	11	2967
LINC00696	1	0	4	0	3	0	0	1	0	1	3019
FAM225B	168	158	178	246	173	254	222	243	205	131	5806
LOC100128398	124	101	161	204	209	581	533	638	430	344	1897
AZFP	1	3	7	8	4	31	37	43	26	23	1108
LOC100128482	2	0	0	0	0	1	0	0	2	0	462
C20ORF78	0	0	0	0	0	0	0	1	0	0	617
LOC100128505	1	2	0	2	2	4	4	1	0	2	1756
LOC100128508	5	1	3	0	2	1	4	0	3	3	1953
NEBL-AS1	15	11	5	7	5	100	87	69	60	38	514
LOC100128542	95	78	122	140	132	50	45	57	45	29	486
CTAGE4	69	66	92	91	87	9	10	18	10	11	2626
LOC100128554	0	0	0	0	0	70	93	106	86	50	2629
LOC100128563	13	11	3	1	13	7	13	2	9	7	1628
C19ORF71	1691	1382	1591	1724	1632	1015	971	1013	708	494	671
LOC100128573	8	5	2	3	7	12	6	7	8	4	525
ARMCX3-AS1	4	3	4	1	1	28	21	36	29	11	710
SLC8A1-AS1	7	2	13	5	8	54	27	54	25	45	1002
LOC100128593	1	0	2	3	0	24	15	17	12	13	2702
LOC100128596	997	895	1242	1548	1331	1178	1260	1572	1177	799	471
ACVR2B-AS1	222	181	202	203	205	149	172	188	133	80	2517
LOC100128644	24	7	22	27	19	100	121	107	63	51	608
LOC100128653	242	230	261	295	225	125	86	115	87	51	2427
LOC100128655	0	0	0	0	0	0	0	0	0	0	510
LOC100128675	17	13	10	14	18	396	376	381	321	215	4617
OST4	5225	4177	5024	5929	5118	2153	1940	2185	1529	1060	487
LOC100128750	57	49	49	56	54	8	7	15	8	5	1036
LOC100128751	1	0	3	0	1	0	0	1	0	1	2251
LOC100128770	61	60	72	99	60	52	43	70	34	17	3061
LINC00476	413	291	464	515	433	1104	1023	1213	914	656	9171
GS85	3	9	10	8	3	4	11	9	6	7	1920
SRRM2-AS1	71	32	71	80	72	31	13	19	26	17	1645
GPR158-AS1	1	0	0	0	0	95	87	84	80	71	2433
LOC100128816	87	98	124	173	154	17	20	18	17	12	1695
LOC100128818	3	0	3	2	6	9	6	7	3	2	1378
LOC100128822	650	575	675	739	570	1186	1008	1182	837	569	1422
LOC100128840	4	4	9	7	4	0	0	0	0	0	1717
LOC100128881	1074	847	966	1153	912	276	245	228	169	135	1753
FAM66B	36	30	34	36	30	338	301	295	243	152	1432
LOC100128893	72	46	71	105	68	0	1	3	2	0	1788
LOC100128905	0	1	2	2	3	1	0	2	0	1	1879
LOC100128908	8	7	9	5	5	43	28	53	29	22	2474
